instruction,response,text
Wat war deen 28. November 1988 besonnesch fir de Rick Dees?,"De Rick Dees gouf de bescht bezuelte Radio-DJ an der Geschicht, wéi hien beim Sender KISS-FM/LA e Kontrakt ënnerschriwwen huet, deen him pro Joer zwou Milliounen Dollar garantéiert.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war deen 28. November 1988 besonnesch fir de Rick Dees?

###Response: De Rick Dees gouf de bescht bezuelte Radio-DJ an der Geschicht, wéi hien beim Sender KISS-FM/LA e Kontrakt ënnerschriwwen huet, deen him pro Joer zwou Milliounen Dollar garantéiert."
Wann huet de Rick Dees seng DJ-Karriär ugefaangen?,"De Rick Dees taucht 1976 an den Hitparaden op, dat mam Titel 'Disco Duck (Part 1)'.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wann huet de Rick Dees seng DJ-Karriär ugefaangen?

###Response: De Rick Dees taucht 1976 an den Hitparaden op, dat mam Titel 'Disco Duck (Part 1)'."
"Wie sinn déi aner Gebuertsdagskanner, déi den 28. November 2011 genannt goufen?","Et sinn Randy Newman (68), Tommy Engel (62) an Princess (49), alias Desirée Heslop.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wie sinn déi aner Gebuertsdagskanner, déi den 28. November 2011 genannt goufen?

###Response: Et sinn Randy Newman (68), Tommy Engel (62) an Princess (49), alias Desirée Heslop."
Wat war den Nummer 1-Hit vum Dag den 28. November 1960 an den USA?,Den Nummer 1-Hit vum Dag den 28. November 1960 an den USA war 'Are You Lonesome Tonight' vum Elvis Presley.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war den Nummer 1-Hit vum Dag den 28. November 1960 an den USA?

###Response: Den Nummer 1-Hit vum Dag den 28. November 1960 an den USA war 'Are You Lonesome Tonight' vum Elvis Presley."
Wat war den Nummer 1-Album vum Dag den 28. November 1987 an Groussbritannien?,Den Nummer 1-Album vum Dag den 28. November 1987 an Groussbritannien war 'When You Need Somebody' vum Rick Astley.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war den Nummer 1-Album vum Dag den 28. November 1987 an Groussbritannien?

###Response: Den Nummer 1-Album vum Dag den 28. November 1987 an Groussbritannien war 'When You Need Somebody' vum Rick Astley."
Wat ass den éischten Äisdag vum Wanter 2016-17?,Den éischten Äisdag vum Wanter 2016-17 war de 8. Dezember 2016.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass den éischten Äisdag vum Wanter 2016-17?

###Response: Den éischten Äisdag vum Wanter 2016-17 war de 8. Dezember 2016."
Wéi heefeg sinn Äisdeeg zu Lëtzebuerg?,"Äisdeeg kommen regelméisseg zu Lëtzebuerg vir, sinn awer net besonnesch heefeg. Eis Wiederstatioun zu Ëlwen kënnt op eng Moyenne vu knapp 22 Äisdeeg am Joer.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi heefeg sinn Äisdeeg zu Lëtzebuerg?

###Response: Äisdeeg kommen regelméisseg zu Lëtzebuerg vir, sinn awer net besonnesch heefeg. Eis Wiederstatioun zu Ëlwen kënnt op eng Moyenne vu knapp 22 Äisdeeg am Joer."
Wat ass déi richteg Wiederlag fir Äisdeeg?,"Déi richteg Wiederlag fir Äisdeeg ass en extrem staarkt Héichdrockgebitt, wat mat sengem Kär iwwert dem südleche Skandinavien läit, esou dass op direktem Wee dréche-kal Loftmassen aus Russland de Wee bis a Mëtteleuropa fanne kënnen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass déi richteg Wiederlag fir Äisdeeg?

###Response: Déi richteg Wiederlag fir Äisdeeg ass en extrem staarkt Héichdrockgebitt, wat mat sengem Kär iwwert dem südleche Skandinavien läit, esou dass op direktem Wee dréche-kal Loftmassen aus Russland de Wee bis a Mëtteleuropa fanne kënnen."
"Wann war déi leschte Kéier, dass mer déi Wiederlag hate?","Déi leschte Kéier, dass mer déi Wiederlag hate war Enn Januar an Uganks Februar 2012.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wann war déi leschte Kéier, dass mer déi Wiederlag hate?

###Response: Déi leschte Kéier, dass mer déi Wiederlag hate war Enn Januar an Uganks Februar 2012."
"Wat ass déi längste Period, wou den Thermometer net iwwer 0 Grad erauskënnt?","Déi längste Period, wou den Thermometer net iwwer 0 Grad erauskënnt, war vum 23. Dezember 1962 an dem 6. Februar 1963, wou et am ganze Land op 40 vun den 47 Deeg Dauerfrascht gouf.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass déi längste Period, wou den Thermometer net iwwer 0 Grad erauskënnt?

###Response: Déi längste Period, wou den Thermometer net iwwer 0 Grad erauskënnt, war vum 23. Dezember 1962 an dem 6. Februar 1963, wou et am ganze Land op 40 vun den 47 Deeg Dauerfrascht gouf."
Gitt mir déi wichtegst Informatiounen iwwer de Steigenberger Al Dau Beach Hotel zu Hurghada an Ägypten.,"De Steigenberger Al Dau Beach Hotel ass e 4,5-Stäre-Resort, deen direkt un der Sandplage zu Hurghada läit. E huet en eegene Golfterrain an e großer Garten. De Resort bitt e héichwäertegt all inclusive-Programm un.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gitt mir déi wichtegst Informatiounen iwwer de Steigenberger Al Dau Beach Hotel zu Hurghada an Ägypten.

###Response: De Steigenberger Al Dau Beach Hotel ass e 4,5-Stäre-Resort, deen direkt un der Sandplage zu Hurghada läit. E huet en eegene Golfterrain an e großer Garten. De Resort bitt e héichwäertegt all inclusive-Programm un."
Wéini kann ech de Gewënn aschreiwen fir eng Woch am Steigenberger Al Dau Beach Hotel?,Dir kënnt Iech aschreiwen fir ee vun eise 4 Kandidaten ze ginn oder Dir gitt eis dese Freideg de Moien déi richteg Äntwert op eisen Dengensdengens fir déi super Rees ze gewannen!,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéini kann ech de Gewënn aschreiwen fir eng Woch am Steigenberger Al Dau Beach Hotel?

###Response: Dir kënnt Iech aschreiwen fir ee vun eise 4 Kandidaten ze ginn oder Dir gitt eis dese Freideg de Moien déi richteg Äntwert op eisen Dengensdengens fir déi super Rees ze gewannen!"
"Wat sinn déi wichtegst Aktivitéiten, déi ech zu Hurghada maachen kann?","Zu Hurghada kanns du Tauchen, Schnorcheln, Golf spillen, Wassersport treiben oder einfach nëmmen op der Sandplage relaxen. Et gëtt och eng schéi Promenade laanscht dem Yachthafen mat ville Bars a Restaurants.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn déi wichtegst Aktivitéiten, déi ech zu Hurghada maachen kann?

###Response: Zu Hurghada kanns du Tauchen, Schnorcheln, Golf spillen, Wassersport treiben oder einfach nëmmen op der Sandplage relaxen. Et gëtt och eng schéi Promenade laanscht dem Yachthafen mat ville Bars a Restaurants."
Wéi laang dauert de Fluch vu Lëtzebuerg op Hurghada?,De Fluch vu Lëtzebuerg op Hurghada dauert ongeféier 4 Stonnen a 35 Minutten.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi laang dauert de Fluch vu Lëtzebuerg op Hurghada?

###Response: De Fluch vu Lëtzebuerg op Hurghada dauert ongeféier 4 Stonnen a 35 Minutten."
Wann kann ech de Gewënn an der Wintersaison 2018/19 aschreiwen?,"De Gewënn kann an der Wintersaison 2018/19 vum 04.11 bis 20.12.18, vum 07.01 bis 08.02.19 a vum 10.03 bis 05.04.2019 je no Verfügbarkeit aschreiwe ginn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wann kann ech de Gewënn an der Wintersaison 2018/19 aschreiwen?

###Response: De Gewënn kann an der Wintersaison 2018/19 vum 04.11 bis 20.12.18, vum 07.01 bis 08.02.19 a vum 10.03 bis 05.04.2019 je no Verfügbarkeit aschreiwe ginn."
Ginn déi wichtegst Informatiounen iwwer déi lëtzebuerger Football Federatioun hir uerdentlech Generalversammlung vum 13. November 2004.,"Déi lëtzebuerger Football Federatioun hat e Samschdeg zou Miersch am Kulturhaus hir uerdentlech Generalversammlung. Am Mëttelpunkt vun deem 3 Stonne laange Kongress, stoung d'Presentatioun vum Reform-Projet vum FLF-Statuten.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn déi wichtegst Informatiounen iwwer déi lëtzebuerger Football Federatioun hir uerdentlech Generalversammlung vum 13. November 2004.

###Response: Déi lëtzebuerger Football Federatioun hat e Samschdeg zou Miersch am Kulturhaus hir uerdentlech Generalversammlung. Am Mëttelpunkt vun deem 3 Stonne laange Kongress, stoung d'Presentatioun vum Reform-Projet vum FLF-Statuten."
Wat ass de Stand vun der Tabell an der Nationaldivisioun am Dëschtennis no dem 5.te Spilldag?,An der Tabell huet Bissen de Maximum vun 18 Punkten. Iechternach steet op der zweeter Platz matt 15 Punkten.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Stand vun der Tabell an der Nationaldivisioun am Dëschtennis no dem 5.te Spilldag?

###Response: An der Tabell huet Bissen de Maximum vun 18 Punkten. Iechternach steet op der zweeter Platz matt 15 Punkten."
Ginn déi wichtegst Informatiounen iwwer déi Spëtzepartie vum 8.te Spilldag an der DBBL am Härebasket.,"An der Spëtzepartie, vun dësem Spilldag, gouf et e Samschdeg schonn déi drëtt Défaite an der Saison fir de Champion Konter, beim 70 op 88 géint Ettelbréck.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn déi wichtegst Informatiounen iwwer déi Spëtzepartie vum 8.te Spilldag an der DBBL am Härebasket.

###Response: An der Spëtzepartie, vun dësem Spilldag, gouf et e Samschdeg schonn déi drëtt Défaite an der Saison fir de Champion Konter, beim 70 op 88 géint Ettelbréck."
Wat ass de Resultat vum Handball-Match Dikrech géint Superfund Hard am Challenge-Cup?,"De Chev huet, an Zäit vun 21 Stonnen, seng zwou Partië misse spillen. Am Retoursmätsch gëschter Mëtteg verléiert Dikrech matt 23 op 36.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Resultat vum Handball-Match Dikrech géint Superfund Hard am Challenge-Cup?

###Response: De Chev huet, an Zäit vun 21 Stonnen, seng zwou Partië misse spillen. Am Retoursmätsch gëschter Mëtteg verléiert Dikrech matt 23 op 36."
Wien huet de regionale Cyclo-Cross zou Dummeldeng gewonnen?,"Den Espoir Jempy Drucker, gëschter jiddereen iwwerzeegen. Dën 18 Joer aalen Drucker, aus der Profi-Équipe Fidéa, wënnt näämlech d'Kurs bei der Élite, matt enger Avance vun 1 Minutt an 7 Sekonnen op de Fransous Yannick Michel.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wien huet de regionale Cyclo-Cross zou Dummeldeng gewonnen?

###Response: Den Espoir Jempy Drucker, gëschter jiddereen iwwerzeegen. Dën 18 Joer aalen Drucker, aus der Profi-Équipe Fidéa, wënnt näämlech d'Kurs bei der Élite, matt enger Avance vun 1 Minutt an 7 Sekonnen op de Fransous Yannick Michel."
Wat ass de Stand vun den Equippen an der National Football League no de Spiller vum 13. November 2017?,"5 Equippe stinn aktuell un der Spëtzt vun hiren Divisioune mat 7 Victoiren an 2 Defaitten. Dat sinn d'Saints, d'Steelers, d'Vikings, d'Rams an d'Patriots.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Stand vun den Equippen an der National Football League no de Spiller vum 13. November 2017?

###Response: 5 Equippe stinn aktuell un der Spëtzt vun hiren Divisioune mat 7 Victoiren an 2 Defaitten. Dat sinn d'Saints, d'Steelers, d'Vikings, d'Rams an d'Patriots."
Wéi huet de Match tëscht den New York Giants an den San Francisco 49ers den 13. November 2017 ausgesinn?,D'Giants hunn däitlech mat 21:31 zu San Francisco verluer.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi huet de Match tëscht den New York Giants an den San Francisco 49ers den 13. November 2017 ausgesinn?

###Response: D'Giants hunn däitlech mat 21:31 zu San Francisco verluer."
Wat ass de Score vun den Philadelphia Eagles no de Spiller vum 13. November 2017?,"D'Philadelphia Eagles hunn e Score vun 8:1, ma si hunn dëse Weekend net mussen untrieden.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Score vun den Philadelphia Eagles no de Spiller vum 13. November 2017?

###Response: D'Philadelphia Eagles hunn e Score vun 8:1, ma si hunn dëse Weekend net mussen untrieden."
Wéi huet de Match tëscht den Cleveland Browns an den Detroit Lions den 13. November 2017 ausgesinn?,D'Browns hunn zu Detroit bei de Lions 24:38 verluer.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi huet de Match tëscht den Cleveland Browns an den Detroit Lions den 13. November 2017 ausgesinn?

###Response: D'Browns hunn zu Detroit bei de Lions 24:38 verluer."
Wat sinn déi schlechsten Equippen an der National Football League no de Spiller vum 13. November 2017?,"D'Cleveland Browns, d'New York Giants an d'San Francisco 49ers sinn aktuell déi schlechsten Equippen an der National Football League.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn déi schlechsten Equippen an der National Football League no de Spiller vum 13. November 2017?

###Response: D'Cleveland Browns, d'New York Giants an d'San Francisco 49ers sinn aktuell déi schlechsten Equippen an der National Football League."
Wat ass den Absenteismus-Taux am Privatsecteur zu Lëtzebuerg am Joer 2010?,"Den Absenteismus-Taux am Privatsecteur zu Lëtzebuerg am Joer 2010 ass op 3,6 Prozent gerechent ginn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass den Absenteismus-Taux am Privatsecteur zu Lëtzebuerg am Joer 2010?

###Response: Den Absenteismus-Taux am Privatsecteur zu Lëtzebuerg am Joer 2010 ass op 3,6 Prozent gerechent ginn."
"Gëtt et e groussen Ënnerscheed tëscht de Leit zu Lëtzebuerg an de Frontalier, wat den Absenteismus ubelaangt?","Nee, et gëtt keen groussen Ënnerscheed tëscht de Leit zu Lëtzebuerg an de Frontalier, ausser bei de Fraen, déi aus Frankräich zum Beispill op en Taux d'absentéisme vun 3,9 Prozent kommen, géintiwwer 3 Prozent hei am Land.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gëtt et e groussen Ënnerscheed tëscht de Leit zu Lëtzebuerg an de Frontalier, wat den Absenteismus ubelaangt?

###Response: Nee, et gëtt keen groussen Ënnerscheed tëscht de Leit zu Lëtzebuerg an de Frontalier, ausser bei de Fraen, déi aus Frankräich zum Beispill op en Taux d'absentéisme vun 3,9 Prozent kommen, géintiwwer 3 Prozent hei am Land."
Wat ass den Absenteismus-Taux bei den Aarbechter am Verglach zu den Beamten?,"Den Absenteismus-Taux bei den Aarbechter ass méi héich ewéi bei den Beamten, mat 4,4 Prozent géintiwwer 2,5 Prozent.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass den Absenteismus-Taux bei den Aarbechter am Verglach zu den Beamten?

###Response: Den Absenteismus-Taux bei den Aarbechter ass méi héich ewéi bei den Beamten, mat 4,4 Prozent géintiwwer 2,5 Prozent."
Wat ass den Absenteismus-Taux am Secteur vun der Educatioun?,"Den Absenteismus-Taux am Secteur vun der Educatioun ass mat 1,8 Prozent relativ niddreg.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass den Absenteismus-Taux am Secteur vun der Educatioun?

###Response: Den Absenteismus-Taux am Secteur vun der Educatioun ass mat 1,8 Prozent relativ niddreg."
Gëtt et e Zusammenhang tëscht dem Statut unique vum 1. Januar 2009 an dem Absenteismus?,"Nee, de CEPS-instead geet éischter vum Géigendeel aus, datt den Absenteismus net wéinst dem Statut unique an d'Luucht gaangen ass.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gëtt et e Zusammenhang tëscht dem Statut unique vum 1. Januar 2009 an dem Absenteismus?

###Response: Nee, de CEPS-instead geet éischter vum Géigendeel aus, datt den Absenteismus net wéinst dem Statut unique an d'Luucht gaangen ass."
Wat war den Zweck vum EU-Sommet zu Bréissel den 20. Februar 2020?,"Den Zweck vum EU-Sommet war et, de Budget fir déi nächst 7 Joer ze decidéieren.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war den Zweck vum EU-Sommet zu Bréissel den 20. Februar 2020?

###Response: Den Zweck vum EU-Sommet war et, de Budget fir déi nächst 7 Joer ze decidéieren."
Wéi huet de Premier Xavier Bettel den 21. Februar 2020 d'Situatioun no de Verhandlungen um EU-Sommet beschriwwen?,"De Premier Xavier Bettel huet gesot, dass d'Meenungen nach wäit auserneegoen an dass et schwéier géif ginn, een gemeinsamen Nenner ze fannen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi huet de Premier Xavier Bettel den 21. Februar 2020 d'Situatioun no de Verhandlungen um EU-Sommet beschriwwen?

###Response: De Premier Xavier Bettel huet gesot, dass d'Meenungen nach wäit auserneegoen an dass et schwéier géif ginn, een gemeinsamen Nenner ze fannen."
"Wat ass de Grond, firwat et sou schwéier ass, d'Memberstaaten op ee gemeinsamen Nenner ze bréngen?","De Grond ass, dass et ëm vill Suen geet an dass d'Memberstaaten sech net eens sinn, wien déi bezilt an wéivill se fir de Budget bezuelen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Grond, firwat et sou schwéier ass, d'Memberstaaten op ee gemeinsamen Nenner ze bréngen?

###Response: De Grond ass, dass et ëm vill Suen geet an dass d'Memberstaaten sech net eens sinn, wien déi bezilt an wéivill se fir de Budget bezuelen."
Wat huet den ireschen Premier Leo Varadkar den 21. Februar 2020 iwwert d'Chancen vun engem Deal um EU-Sommet gesot?,"Den ireschen Premier Leo Varadkar huet gesot, dass et net duerno ausgesäit, wéi wann dës grouss Differenzen um Freideg nach kéinten iwwerwonne ginn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat huet den ireschen Premier Leo Varadkar den 21. Februar 2020 iwwert d'Chancen vun engem Deal um EU-Sommet gesot?

###Response: Den ireschen Premier Leo Varadkar huet gesot, dass et net duerno ausgesäit, wéi wann dës grouss Differenzen um Freideg nach kéinten iwwerwonne ginn."
"Wat ass aner Sujet, iwwert dat d'Staats- a Regierungscheffen um EU-Sommet diskutéiert hunn?","D'Staats- a Regierungscheffen hunn och iwwert d'Situatioun a Syrien diskutéiert an eng gemeinsam Deklaratioun verëffentlecht, an där si déi neisten Attacken an der Regioun Idlib duerch de syresche Regime a seng Alliéiert condamnéieren.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass aner Sujet, iwwert dat d'Staats- a Regierungscheffen um EU-Sommet diskutéiert hunn?

###Response: D'Staats- a Regierungscheffen hunn och iwwert d'Situatioun a Syrien diskutéiert an eng gemeinsam Deklaratioun verëffentlecht, an där si déi neisten Attacken an der Regioun Idlib duerch de syresche Regime a seng Alliéiert condamnéieren."
Wat ass de Zweck vum Konschtprojet 'Before I die...' vun Omega 90 am Kader vum 10. Anniversaire vum Palliativ-Gesetz?,"De Zweck vum Konschtprojet ass et, fir Leit ze encouragéieren, iwwer hiert Liewen an Doud nozedenken an dëse Gedanken op enger Schifertafel op der Stater Gare ze schreiwen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Zweck vum Konschtprojet 'Before I die...' vun Omega 90 am Kader vum 10. Anniversaire vum Palliativ-Gesetz?

###Response: De Zweck vum Konschtprojet ass et, fir Leit ze encouragéieren, iwwer hiert Liewen an Doud nozedenken an dëse Gedanken op enger Schifertafel op der Stater Gare ze schreiwen."
Wou kann een d'Tafel vum Konschtprojet 'Before I die...' fannen?,"D'Tafel kann een an der Stater Gare, riets am Glas-Ubau, fannen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wou kann een d'Tafel vum Konschtprojet 'Before I die...' fannen?

###Response: D'Tafel kann een an der Stater Gare, riets am Glas-Ubau, fannen."
"Wat geschitt mat den Gedanken, déi op d'Tafel geschriwwe ginn?","D'Gedanken gi reegelméisseg ausgewëscht, fir Neie Plaz ze maachen, awer si ginn dokumentéiert an an de Konschtprojet integréiert.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat geschitt mat den Gedanken, déi op d'Tafel geschriwwe ginn?

###Response: D'Gedanken gi reegelméisseg ausgewëscht, fir Neie Plaz ze maachen, awer si ginn dokumentéiert an an de Konschtprojet integréiert."
"Wat ass de kruziale Punkt am Kontext vum Palliativ-Gesetz, no Omega 90?","De kruziale Punkt ass net, wou ee stierft, mä wéi ee begleet gëtt.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de kruziale Punkt am Kontext vum Palliativ-Gesetz, no Omega 90?

###Response: De kruziale Punkt ass net, wou ee stierft, mä wéi ee begleet gëtt."
"Wat ass den Zweck vun Omega 90, no der Directrice Christine Dahm?","Den Zweck vun Omega 90 ass et, fir Leit ze hëllefen, déi am Stierwe läit, der Famill, déi da scho mat Leed muss ëmgoen an dono hirer Trauer, an och fir d'Personal a Spideeler, Alters- a Fleegeheimer ze forméieren.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass den Zweck vun Omega 90, no der Directrice Christine Dahm?

###Response: Den Zweck vun Omega 90 ass et, fir Leit ze hëllefen, déi am Stierwe läit, der Famill, déi da scho mat Leed muss ëmgoen an dono hirer Trauer, an och fir d'Personal a Spideeler, Alters- a Fleegeheimer ze forméieren."
Wat ass fir d'Gebai vun der Post um Aldringen geplangt? (Stand: 2019-11-18),"D'Gebai vun der Post um Aldringen ass nach ëmmer e Stéck Lëtzebuerger Geschicht, mä zënter iwwer zwee Joer steet et eidel. D'Stater Buergermeeschtesch Lydie Polfer huet um Méindeg am Gemengerot betount, datt d'Gebai net der Stad, mä der Post gehéiert, an dës verschidde Pläng haten, déi net onbedéngt, deem entsprach hunn, wat een sech als Stad fir d'Gebai virgestallt hat.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass fir d'Gebai vun der Post um Aldringen geplangt? (Stand: 2019-11-18)

###Response: D'Gebai vun der Post um Aldringen ass nach ëmmer e Stéck Lëtzebuerger Geschicht, mä zënter iwwer zwee Joer steet et eidel. D'Stater Buergermeeschtesch Lydie Polfer huet um Méindeg am Gemengerot betount, datt d'Gebai net der Stad, mä der Post gehéiert, an dës verschidde Pläng haten, déi net onbedéngt, deem entsprach hunn, wat een sech als Stad fir d'Gebai virgestallt hat."
Wéi laang steet d'Gebai vun der Post um Aldringen eidel? (Stand: 2019-11-18),D'Gebai vun der Post um Aldringen steet zënter iwwer zwee Joer eidel.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi laang steet d'Gebai vun der Post um Aldringen eidel? (Stand: 2019-11-18)

###Response: D'Gebai vun der Post um Aldringen steet zënter iwwer zwee Joer eidel."
Wat war d'Iddi vun der Gemeng fir d'Gebai vun der Post um Aldringen? (Stand: 2019-11-18),"D'Iddi vun der Gemeng war et, datt wéinstens en Deel vun der aler Post als Hotel ëmfunktionéiert géif ginn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war d'Iddi vun der Gemeng fir d'Gebai vun der Post um Aldringen? (Stand: 2019-11-18)

###Response: D'Iddi vun der Gemeng war et, datt wéinstens en Deel vun der aler Post als Hotel ëmfunktionéiert géif ginn."
Wéi reagéiert déi Lénk op d'Pläng fir d'Gebai vun der Post um Aldringen? (Stand: 2019-11-19),"Déi Lénk fordert, dass d'Gebai vun der Post um Aldringen net an den privaten Markt geet, mä ausschlieÃlich enger Ã¶ffentlecher Funktioun zugewiesen gëtt.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi reagéiert déi Lénk op d'Pläng fir d'Gebai vun der Post um Aldringen? (Stand: 2019-11-19)

###Response: Déi Lénk fordert, dass d'Gebai vun der Post um Aldringen net an den privaten Markt geet, mä ausschlieÃlich enger Ã¶ffentlecher Funktioun zugewiesen gëtt."
Wat ass d'Zukunft vun der Post an der Rue d'Ãpernay? (Stand: 2019-11-18),"An dräi Joer wëll een an en neit Gebai an der Rue d'Ãpernay direkt dernieft plënneren, wou och schonns dat aalt Gebai, wat ofgerappt gëtt, der Post gehéiert.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Zukunft vun der Post an der Rue d'Ãpernay? (Stand: 2019-11-18)

###Response: An dräi Joer wëll een an en neit Gebai an der Rue d'Ãpernay direkt dernieft plënneren, wou och schonns dat aalt Gebai, wat ofgerappt gëtt, der Post gehéiert."
"Wat ass d'Zil vun der intelligenten Decken, déi op zwou genial Iddie baséiert?","D'Zil vun dëser Decken ass d'Liewe méi einfach ze maachen, mat enger Funktioun d'Relatioun vu Koppelen kéint retten!","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Zil vun der intelligenten Decken, déi op zwou genial Iddie baséiert?

###Response: D'Zil vun dëser Decken ass d'Liewe méi einfach ze maachen, mat enger Funktioun d'Relatioun vu Koppelen kéint retten!"
"Wéi funktionéiert d'System vun der intelligenten Decken, déi sech selwer richteg plazéiert?","Tëscht der Decken an der Housse gëtt eng ganz dënn Membran agesat, déi sech mat Loft fëllt wann et nees Zäit ass, d'Bett ze maachen. Duerch den Drock, wéckelt sech d'Decken nees an déi richteg Positioun of.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi funktionéiert d'System vun der intelligenten Decken, déi sech selwer richteg plazéiert?

###Response: Tëscht der Decken an der Housse gëtt eng ganz dënn Membran agesat, déi sech mat Loft fëllt wann et nees Zäit ass, d'Bett ze maachen. Duerch den Drock, wéckelt sech d'Decken nees an déi richteg Positioun of."
"Wat proposéiert d'Firma Smartduvet als zweete System, fir d'Bett ze maachen?","D'Firma Smartduvet proposéiert e bësse wéi am Auto, zwou Hëtz-Zonen fir d'Bett, déi geblose Loft gëtt méi oder manner gehëtzt, fir esou déi erwënschten Temperatur op den zwou Säiten ze erreechen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat proposéiert d'Firma Smartduvet als zweete System, fir d'Bett ze maachen?

###Response: D'Firma Smartduvet proposéiert e bësse wéi am Auto, zwou Hëtz-Zonen fir d'Bett, déi geblose Loft gëtt méi oder manner gehëtzt, fir esou déi erwënschten Temperatur op den zwou Säiten ze erreechen."
"Wann ass de Produit vun der intelligenten Decken, Smartduvet, geliwwert ginn?",De Produit misst am Laf vum Oktober 2017 geliwwert ginn.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wann ass de Produit vun der intelligenten Decken, Smartduvet, geliwwert ginn?

###Response: De Produit misst am Laf vum Oktober 2017 geliwwert ginn."
"Wat sinn d'Vorteiler vun der intelligenten Decken, Smartduvet, fir Koppelen?","Mat dëser Decken kéint een also deen een oder anere Sträit evitéieren, well et meeschtens deem engem ze waarm oder ze kal ass. D'Funktioun vun der intelligenten Decken kann een och Energie spuere kann, andeems de Kierper direkt gehëtzt gëtt amplaz vun engem ganze Raum.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn d'Vorteiler vun der intelligenten Decken, Smartduvet, fir Koppelen?

###Response: Mat dëser Decken kéint een also deen een oder anere Sträit evitéieren, well et meeschtens deem engem ze waarm oder ze kal ass. D'Funktioun vun der intelligenten Decken kann een och Energie spuere kann, andeems de Kierper direkt gehëtzt gëtt amplaz vun engem ganze Raum."
