instruction,response,text
"Wat ass de Projet de loi 5611 iwwert d'Jugendaarbechtslosegkeet, deen de 25. Oktober 2006 virgestallt gouf?","De Projet de loi 5611 ass e Gesetzesprojet, dee vum Aarbechtsminister virgestallt gouf, an dee ganz grave Changementer beim Ausbezuele vun der Aarbechtslosenhëllef virgesäit. Jonk Leit, déi aus enger Beschäftegungsinitiativ erauskommen an net gläich eng Aarbecht fannen, mussen eng Karenzzäit vu 6 Méint erdroen, ir se Chômage-Geld kënnen ufroen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Projet de loi 5611 iwwert d'Jugendaarbechtslosegkeet, deen de 25. Oktober 2006 virgestallt gouf?

###Response: De Projet de loi 5611 ass e Gesetzesprojet, dee vum Aarbechtsminister virgestallt gouf, an dee ganz grave Changementer beim Ausbezuele vun der Aarbechtslosenhëllef virgesäit. Jonk Leit, déi aus enger Beschäftegungsinitiativ erauskommen an net gläich eng Aarbecht fannen, mussen eng Karenzzäit vu 6 Méint erdroen, ir se Chômage-Geld kënnen ufroen."
"Ginn mir den Numm vum Kënschtler, deen den Album 'Time' erausbruecht huet, an och den Datum, wou den Artikel geschriwwe gouf.",Den Kënschtler heescht Lionel Richie an den Artikel gouf den 9. September 1999 geschriwwe.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir den Numm vum Kënschtler, deen den Album 'Time' erausbruecht huet, an och den Datum, wou den Artikel geschriwwe gouf.

###Response: Den Kënschtler heescht Lionel Richie an den Artikel gouf den 9. September 1999 geschriwwe."
Ginn mir de Stand vum Match tëscht Dortmund an Real Madrid no der 24. Minutt.,"No der 24. Minutt stoung et 1:0 fir Dortmund, wéi de Reus getraff huet.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir de Stand vum Match tëscht Dortmund an Real Madrid no der 24. Minutt.

###Response: No der 24. Minutt stoung et 1:0 fir Dortmund, wéi de Reus getraff huet."
"Wat kann ee maachen, fir sech besser ze fillen, wann een wéinst dem Wanter permanent schlecht gelaunt ass?","Ee kann zum Beispill sonneg Musek lauschteren, am beschten der aus Südamerika. E Summerhit kann d'Laun och schonn hiewen. Frëndlech Faarwen doheem, oder Geräischer, déi u Summer erënneren kënnen hëllefen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat kann ee maachen, fir sech besser ze fillen, wann een wéinst dem Wanter permanent schlecht gelaunt ass?

###Response: Ee kann zum Beispill sonneg Musek lauschteren, am beschten der aus Südamerika. E Summerhit kann d'Laun och schonn hiewen. Frëndlech Faarwen doheem, oder Geräischer, déi u Summer erënneren kënnen hëllefen."
Wann ass de Soundtrack vum Beatles-Film 'Help!' erauskomm?,De Soundtrack vum Beatles-Film 'Help!' ass den 6. August 1965 erauskomm.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wann ass de Soundtrack vum Beatles-Film 'Help!' erauskomm?

###Response: De Soundtrack vum Beatles-Film 'Help!' ass den 6. August 1965 erauskomm."
Wann verléisst de Paul Konsbruck de Staatsministère?,"De Paul Konsbruck verléisst de Staatsministère an de nächste Méint, no méi wéi 7 Joer am Déngscht vum Staat.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wann verléisst de Paul Konsbruck de Staatsministère?

###Response: De Paul Konsbruck verléisst de Staatsministère an de nächste Méint, no méi wéi 7 Joer am Déngscht vum Staat."
Ginn d'Datum vum Artikel a beschreiw d'Haaptsujet vum Artikel.,Den Artikel ass vum 26. November 2020 a beschreift d'Vorbereitung vun der lëtzebuergescher Basketball-Nationalekipp fir d'WM-Pre-Qualifikatioun zu Bratislava.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn d'Datum vum Artikel a beschreiw d'Haaptsujet vum Artikel.

###Response: Den Artikel ass vum 26. November 2020 a beschreift d'Vorbereitung vun der lëtzebuergescher Basketball-Nationalekipp fir d'WM-Pre-Qualifikatioun zu Bratislava."
"Wéi kann ee verhënneren, datt Nudelen zesummenklewen?","Ee kann verhënneren, datt Nudelen zesummenklewen, andeems ee e puer Kochwasser behält a spéider iwwer d'Nudelen gëtt. Dëst funktionéiert well, well d'Stärke, déi an d'Waasser geet, wéi d'Nudelen gekacht ginn, d'Nudelen net méi zesummenklewe léisst.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi kann ee verhënneren, datt Nudelen zesummenklewen?

###Response: Ee kann verhënneren, datt Nudelen zesummenklewen, andeems ee e puer Kochwasser behält a spéider iwwer d'Nudelen gëtt. Dëst funktionéiert well, well d'Stärke, déi an d'Waasser geet, wéi d'Nudelen gekacht ginn, d'Nudelen net méi zesummenklewe léisst."
Wat war de 6. August 1945 lass?,De B-29 Bomber 'Enola Gay' huet déi éischt Atombomm op déi japanesch Staat Hiroshima gehheit.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war de 6. August 1945 lass?

###Response: De B-29 Bomber 'Enola Gay' huet déi éischt Atombomm op déi japanesch Staat Hiroshima gehheit."
"Wat ass de Kontext, an deem d'Aktioun vun de Schülerinnen a Schüler aus der Stad Lëtzebuerg am Dezember 2008 stattfonnt?","D'Aktioun huet am Dezember 2008 stattfonnt, wéi d'Zuel vun de Flüchtlinge am kenianesche Flüchtlingslager Dadaab staark zougeholl huet, an d'Situation an Somalia sech verschlechtert huet.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Kontext, an deem d'Aktioun vun de Schülerinnen a Schüler aus der Stad Lëtzebuerg am Dezember 2008 stattfonnt?

###Response: D'Aktioun huet am Dezember 2008 stattfonnt, wéi d'Zuel vun de Flüchtlinge am kenianesche Flüchtlingslager Dadaab staark zougeholl huet, an d'Situation an Somalia sech verschlechtert huet."
Wien huet den 6. August 1958 de Festival vu San Remo gewënnt?,"Den Domenico Modugno huet den 6. August 1958 mat 'Nel Blu, Dipinto Di Blu (Volare)' de Festival vu San Remo gewënnt.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wien huet den 6. August 1958 de Festival vu San Remo gewënnt?

###Response: Den Domenico Modugno huet den 6. August 1958 mat 'Nel Blu, Dipinto Di Blu (Volare)' de Festival vu San Remo gewënnt."
Wien gëtt de Successeur vum Paul Konsbruck als Chef de Cabinet?,"De Jeff Feller, dee Jurist a Politolog ass, gëtt de Successeur vum Paul Konsbruck als Chef de Cabinet.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wien gëtt de Successeur vum Paul Konsbruck als Chef de Cabinet?

###Response: De Jeff Feller, dee Jurist a Politolog ass, gëtt de Successeur vum Paul Konsbruck als Chef de Cabinet."
"Wat ass déi aktuell Situatioun tëscht der EU an Groussbritannien, wat den Austrëtt vun Groussbritannien aus der EU ubelaangt?","D'EU a Groussbritannien sinn am Prozess vun den Verhandlungen iwwert den Austrëtt vun Groussbritannien aus der EU, mä nach eng ganz Partie Froen sinn net gekläert, a Schottland a Wales hunn gedreet, géint d'Brexit-Gesetz ze stëmmen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass déi aktuell Situatioun tëscht der EU an Groussbritannien, wat den Austrëtt vun Groussbritannien aus der EU ubelaangt?

###Response: D'EU a Groussbritannien sinn am Prozess vun den Verhandlungen iwwert den Austrëtt vun Groussbritannien aus der EU, mä nach eng ganz Partie Froen sinn net gekläert, a Schottland a Wales hunn gedreet, géint d'Brexit-Gesetz ze stëmmen."
Wéi vill Flüchtlingen an aner Migranten goufen tëscht Afrika an Europa op der zentraler Mëttelmierroute bannent 24 Stonne gerett?,Ronn 2.300 Flüchtlingen an aner Migranten goufen gerett.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi vill Flüchtlingen an aner Migranten goufen tëscht Afrika an Europa op der zentraler Mëttelmierroute bannent 24 Stonne gerett?

###Response: Ronn 2.300 Flüchtlingen an aner Migranten goufen gerett."
Ginn mir den Datum vum Artikel iwwer déi verdächteg Päck am Jemen.,2010-10-30,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir den Datum vum Artikel iwwer déi verdächteg Päck am Jemen.

###Response: 2010-10-30"
"Ginn déi aktuell Zuel vun Infektiounen an Italien, Stand 2020-03-08.",D'Zuel vun den Infektiounen ass op knapp 7.400 geklommen.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn déi aktuell Zuel vun Infektiounen an Italien, Stand 2020-03-08.

###Response: D'Zuel vun den Infektiounen ass op knapp 7.400 geklommen."
"Wat ass den Titel vum Buch an der Ausstellung, déi den Auteur Claude Frisoni an de Fotograf Raymond Reuter zesumme mat der Chambre des Salariés an d'Liewe geruff hunn?",Den Titel vum Buch an der Ausstellung ass 'Les Exclus du Festin'.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass den Titel vum Buch an der Ausstellung, déi den Auteur Claude Frisoni an de Fotograf Raymond Reuter zesumme mat der Chambre des Salariés an d'Liewe geruff hunn?

###Response: Den Titel vum Buch an der Ausstellung ass 'Les Exclus du Festin'."
Wéi eng Plaz hei zu Lëtzebuerg gefält dem Manu Konsbruck am Beschten a firwat?,"De Plateau Altmünster, wonnerschéi Vue an e super gudde Restaurant.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi eng Plaz hei zu Lëtzebuerg gefält dem Manu Konsbruck am Beschten a firwat?

###Response: De Plateau Altmünster, wonnerschéi Vue an e super gudde Restaurant."
"Ginn mir de Betrag, deen d'Fondation Luxembourg Air Rescue bei dem Concert de Bienfaisance de la Musique Militaire Grand-Ducale den 25. Januar 2017 gesammelt huet.",5.200 €,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir de Betrag, deen d'Fondation Luxembourg Air Rescue bei dem Concert de Bienfaisance de la Musique Militaire Grand-Ducale den 25. Januar 2017 gesammelt huet.

###Response: 5.200 €"
"Wat geschitt, wann ee am Gank setzt an net virumecht?","Ee gëtt just granzeg gekuckt, well ee net virumecht, also net scho Jackett an Handkoffer am Grapp huet.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat geschitt, wann ee am Gank setzt an net virumecht?

###Response: Ee gëtt just granzeg gekuckt, well ee net virumecht, also net scho Jackett an Handkoffer am Grapp huet."
Wou an wéini gëtt de Match géint Titus Péiteng gespillt?,De Match géint Titus Péiteng gëtt e Samschdeg um 19 Auer zu Hesper um Holleschbierg ugepaff.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wou an wéini gëtt de Match géint Titus Péiteng gespillt?

###Response: De Match géint Titus Péiteng gëtt e Samschdeg um 19 Auer zu Hesper um Holleschbierg ugepaff."
"Wat ass déi Decisioun, déi den Déifferdenger Buergermeeschter Roberto Traversini erkläert huet?","Doropshin dem Inneministère agereecht gouf, datt sämtlech Kierchen an de Kierchefong goen an déi vu Lasauvage a Gemengen Eegentum bleiwen géif.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass déi Decisioun, déi den Déifferdenger Buergermeeschter Roberto Traversini erkläert huet?

###Response: Doropshin dem Inneministère agereecht gouf, datt sämtlech Kierchen an de Kierchefong goen an déi vu Lasauvage a Gemengen Eegentum bleiwen géif."
Wat ass d'Konklusioun vum Artikels?,"Den Artikel konkludéiert, datt Nijmegen e gudde Beispill fir eng Stad ass, déi sech fir de Vëlosverkéier attraktiv mécht, an datt Lëtzebuerg nach vill Retard mussen ophuelen, fir datt et méiglech gëtt, eng änlech Liewensqualitéit ze erreechen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Konklusioun vum Artikels?

###Response: Den Artikel konkludéiert, datt Nijmegen e gudde Beispill fir eng Stad ass, déi sech fir de Vëlosverkéier attraktiv mécht, an datt Lëtzebuerg nach vill Retard mussen ophuelen, fir datt et méiglech gëtt, eng änlech Liewensqualitéit ze erreechen."
Wat ass d'Verbindung tëscht dem Artikel an dem Gedicht vum La Fontaine?,"Den Artikel verweist op dat Gedicht vum La Fontaine, 'La Cigale et la Fourmi', an dem d'Cigale, déi am Summer näischt geschafft huet, vun der Fourmi kritisiert gëtt, well si am Wanter näischt huet, fir sech ze ernieren. Den Auteur vergleicht d'Griichen mat der Cigale an d'Däitschen mat der Fourmi, an thematiséiert d'Stereotyp, datt d'Griichen 'faul' sinn an d'Däitschen 'fleißig' sinn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Verbindung tëscht dem Artikel an dem Gedicht vum La Fontaine?

###Response: Den Artikel verweist op dat Gedicht vum La Fontaine, 'La Cigale et la Fourmi', an dem d'Cigale, déi am Summer näischt geschafft huet, vun der Fourmi kritisiert gëtt, well si am Wanter näischt huet, fir sech ze ernieren. Den Auteur vergleicht d'Griichen mat der Cigale an d'Däitschen mat der Fourmi, an thematiséiert d'Stereotyp, datt d'Griichen 'faul' sinn an d'Däitschen 'fleißig' sinn."
Wat ass déi traditionell Kichen aus der Regioun Molise an Italien?,"D'Kichen aus Molise ass karg, schlicht a fir Extravaganzen net geeignet. Pasta ass e wichtegt Element an der molisescher Kichen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass déi traditionell Kichen aus der Regioun Molise an Italien?

###Response: D'Kichen aus Molise ass karg, schlicht a fir Extravaganzen net geeignet. Pasta ass e wichtegt Element an der molisescher Kichen."
Wat ass déi zentraalt Thema an der Campagne vun der Gauche fir d'Gemengewalen den 8. Oktober 2017?,Déi zentraalt Thema an der Campagne vun der Gauche fir d'Gemengewalen den 8. Oktober 2017 ass d'Wunnen. Déi Lénk gesäit sech op deem Punkt och als d'Original un.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass déi zentraalt Thema an der Campagne vun der Gauche fir d'Gemengewalen den 8. Oktober 2017?

###Response: Déi zentraalt Thema an der Campagne vun der Gauche fir d'Gemengewalen den 8. Oktober 2017 ass d'Wunnen. Déi Lénk gesäit sech op deem Punkt och als d'Original un."
"Wat sinn déi Konditiounen, fir um Miss-Universe-Concours deelzehuelen?","Fir um Miss-Universe-Concours deelzehuelen, muss een tëscht 18 a 26 Joer hunn, dierf weder erwaarden, nach bestuet sinn, däerf keng Kanner hunn an dierf och nach ni plakesch poséiert hunn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn déi Konditiounen, fir um Miss-Universe-Concours deelzehuelen?

###Response: Fir um Miss-Universe-Concours deelzehuelen, muss een tëscht 18 a 26 Joer hunn, dierf weder erwaarden, nach bestuet sinn, däerf keng Kanner hunn an dierf och nach ni plakesch poséiert hunn."
"Ginn déi Haaptschwierigkeeten, déi d'Proffen am Secondaire hun, wéi se déi komplett iwwerschaffter Grondschoul ofschafen.","D'Proffen hun Schwierigkeeten, well si ze vill Schüler an enger Klass hun, an et as schwéier, jiddereen individuell ze betreien. D'Bewäertungssystem as onméiglech, an et gëtt verschidden Tester an Klassen, déi et schwéier maachen, d'Schüler no hirem Rhytmus ze léieren.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn déi Haaptschwierigkeeten, déi d'Proffen am Secondaire hun, wéi se déi komplett iwwerschaffter Grondschoul ofschafen.

###Response: D'Proffen hun Schwierigkeeten, well si ze vill Schüler an enger Klass hun, an et as schwéier, jiddereen individuell ze betreien. D'Bewäertungssystem as onméiglech, an et gëtt verschidden Tester an Klassen, déi et schwéier maachen, d'Schüler no hirem Rhytmus ze léieren."
"Wat ass d'Motivatioun vum Auteur, dem Heeschert op der Theaterplaz ze hëllefen?","D'Motivatioun vum Auteur ass, datt hien dem Heeschert hëllefe wëll, well hien mengt, datt dëse Mann eppes besseres verdéngt huet, wéi op der Strooss ze sëtzen, a well hien mengt, datt Solidaritéit eng Biergerpflicht ass.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Motivatioun vum Auteur, dem Heeschert op der Theaterplaz ze hëllefen?

###Response: D'Motivatioun vum Auteur ass, datt hien dem Heeschert hëllefe wëll, well hien mengt, datt dëse Mann eppes besseres verdéngt huet, wéi op der Strooss ze sëtzen, a well hien mengt, datt Solidaritéit eng Biergerpflicht ass."
Wat ass d'Resultat vun der Campagne 'Kannerliicht' vun UNICEF am Joer 2011?,D'Campagne 'Kannerliicht' huet 110.000 Euro fir UNICEF récoltéiert.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Resultat vun der Campagne 'Kannerliicht' vun UNICEF am Joer 2011?

###Response: D'Campagne 'Kannerliicht' huet 110.000 Euro fir UNICEF récoltéiert."
"Gitt et e Fréijoer, wou méi ewéi 300 Liter Reen op de Quadratmeter gefall sinn?","Ja, 1979 mat 317 Liter an 1983 mat esouguer 342 Liter.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gitt et e Fréijoer, wou méi ewéi 300 Liter Reen op de Quadratmeter gefall sinn?

###Response: Ja, 1979 mat 317 Liter an 1983 mat esouguer 342 Liter."
Wou war den Eurovision Song Contest 2012?,"Den Eurovision Song Contest 2012 war an der Haaptstad vun Aserbaidschan, Baku.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wou war den Eurovision Song Contest 2012?

###Response: Den Eurovision Song Contest 2012 war an der Haaptstad vun Aserbaidschan, Baku."
"Wat ass den Numm vun der Band, déi als Headliner vum BUCHAREST ROCK ARENA Festival ugekënnegt war, mee dat gouf vun der Band dementéiert?",AC/DC,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass den Numm vun der Band, déi als Headliner vum BUCHAREST ROCK ARENA Festival ugekënnegt war, mee dat gouf vun der Band dementéiert?

###Response: AC/DC"
Wou kann een den Retourmatch géint Portugal kucken?,"Den Retourmatch géint Portugal kann een am Livestream op RTL.lu kucken, e Samschdeg um 19 Auer an der Coque.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wou kann een den Retourmatch géint Portugal kucken?

###Response: Den Retourmatch géint Portugal kann een am Livestream op RTL.lu kucken, e Samschdeg um 19 Auer an der Coque."
Wat huet de Xavier Bettel den 18. Mäerz 2020 iwwer de Risiko vu Requisitionnement vu franséischem Fleegepersonal gesot?,"De Xavier Bettel huet gesot, hien hätt Garantien, mä d'politesch Entwécklung muss am A behale ginn, an datt Lëtzebuerg géing ënnergoen, wann a Frankräich requisitionéiert géing ginn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat huet de Xavier Bettel den 18. Mäerz 2020 iwwer de Risiko vu Requisitionnement vu franséischem Fleegepersonal gesot?

###Response: De Xavier Bettel huet gesot, hien hätt Garantien, mä d'politesch Entwécklung muss am A behale ginn, an datt Lëtzebuerg géing ënnergoen, wann a Frankräich requisitionéiert géing ginn."
Wat ass d'Moyenne vun de Punkten am Korruptiounsindex 2018 fir all 180 Länner?,D'Moyenne vun de Punkten am Korruptiounsindex 2018 fir all 180 Länner läit bei 43.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Moyenne vun de Punkten am Korruptiounsindex 2018 fir all 180 Länner?

###Response: D'Moyenne vun de Punkten am Korruptiounsindex 2018 fir all 180 Länner läit bei 43."
Wat war den Ausléiser fir d'Demissioun vum Nationaltrainer Guy Hellers?,"Den Ausléiser fir d'Demissioun vum Guy Hellers ass net bekannt, mä de Jeunesse-Spiller René Peters huet betount, dass mam Guy Hellers Resultater do waren an dass et wuel zu Streidereien, vläicht mam Paul Philipp, komm sinn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war den Ausléiser fir d'Demissioun vum Nationaltrainer Guy Hellers?

###Response: Den Ausléiser fir d'Demissioun vum Guy Hellers ass net bekannt, mä de Jeunesse-Spiller René Peters huet betount, dass mam Guy Hellers Resultater do waren an dass et wuel zu Streidereien, vläicht mam Paul Philipp, komm sinn."
Ginn déi wichtegst Informatiounen iwwer déi lëtzebuerger Football Federatioun hir uerdentlech Generalversammlung vum 13. November 2004.,"Déi lëtzebuerger Football Federatioun hat e Samschdeg zou Miersch am Kulturhaus hir uerdentlech Generalversammlung. Am Mëttelpunkt vun deem 3 Stonne laange Kongress, stoung d'Presentatioun vum Reform-Projet vum FLF-Statuten.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn déi wichtegst Informatiounen iwwer déi lëtzebuerger Football Federatioun hir uerdentlech Generalversammlung vum 13. November 2004.

###Response: Déi lëtzebuerger Football Federatioun hat e Samschdeg zou Miersch am Kulturhaus hir uerdentlech Generalversammlung. Am Mëttelpunkt vun deem 3 Stonne laange Kongress, stoung d'Presentatioun vum Reform-Projet vum FLF-Statuten."
"Wat ass d'Prozedur fir d'Finanzstréim iwwerwaacht ze ginn, fir Versich vu Fraude a Geldwäscherei ze detektéieren?","D'Loterie Nationale vun all Client fuerdert, datt dee sech online enregistréiert, fir datt seng Identitéit iwwerpréift ka ginn. Wat de Gewënn vu Suen ugeet, ginn déi via Online-Account vum Client iwwerwisen, allerdéngs just bis zu 750 Euro.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Prozedur fir d'Finanzstréim iwwerwaacht ze ginn, fir Versich vu Fraude a Geldwäscherei ze detektéieren?

###Response: D'Loterie Nationale vun all Client fuerdert, datt dee sech online enregistréiert, fir datt seng Identitéit iwwerpréift ka ginn. Wat de Gewënn vu Suen ugeet, ginn déi via Online-Account vum Client iwwerwisen, allerdéngs just bis zu 750 Euro."
Wat ass d'Zil vun der Asbl 'Stroossen Englen'?,"D'Zil vun der Asbl 'Stroossen Englen' ass et, de Leit op der Strooss Hëllef ze bidden, déi se brauchen, an si och vun der Strooss erofzekréien.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Zil vun der Asbl 'Stroossen Englen'?

###Response: D'Zil vun der Asbl 'Stroossen Englen' ass et, de Leit op der Strooss Hëllef ze bidden, déi se brauchen, an si och vun der Strooss erofzekréien."
"Wat sinn d'Konsequenze, wann den Accord net ugeholl gëtt?","Wann den Accord net ugeholl gëtt, kéinten d'USA op eemol hir Scholden net méi kéinte bezuelen, wat schro Konsequenze fir déi ganz Weltwirtschaft gehat hätt.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn d'Konsequenze, wann den Accord net ugeholl gëtt?

###Response: Wann den Accord net ugeholl gëtt, kéinten d'USA op eemol hir Scholden net méi kéinte bezuelen, wat schro Konsequenze fir déi ganz Weltwirtschaft gehat hätt."
"Wat ass d'Initiativ vu Lëtzebuerger ONGen, déi den Internetsite defenders.lu gegrënnt huet?","D'Initiativ vu Lëtzebuerger ONGen huet den Internetsite defenders.lu gegrënnt, fir all déi Fraen a Männer z'honoréieren, déi sech fir d'Reschter vun hire Matmënschen an hirer Ëmwelt asetzen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Initiativ vu Lëtzebuerger ONGen, déi den Internetsite defenders.lu gegrënnt huet?

###Response: D'Initiativ vu Lëtzebuerger ONGen huet den Internetsite defenders.lu gegrënnt, fir all déi Fraen a Männer z'honoréieren, déi sech fir d'Reschter vun hire Matmënschen an hirer Ëmwelt asetzen."
"Wat sinn déi strikt Mesurë, déi Italien géint Ausbreede vum Coronavirus hëlt?","Deeler vun Norditalien ginn a Quarantän gesat. Dat huet de Regierungschef Guiseppe Conte an der Nuecht op e Sonndeg iwwert een Dekret ausgeruff. Domadder dierfen a groussen Deeler vu Norditalien, och zu Mailand an zu Venedeg, keng Persoune méi areesen an och net ausreesen, ausser et ginn dréngend berufflech Grënn oder gesondheetlech Noutfäll.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn déi strikt Mesurë, déi Italien géint Ausbreede vum Coronavirus hëlt?

###Response: Deeler vun Norditalien ginn a Quarantän gesat. Dat huet de Regierungschef Guiseppe Conte an der Nuecht op e Sonndeg iwwert een Dekret ausgeruff. Domadder dierfen a groussen Deeler vu Norditalien, och zu Mailand an zu Venedeg, keng Persoune méi areesen an och net ausreesen, ausser et ginn dréngend berufflech Grënn oder gesondheetlech Noutfäll."
Wéi erliewen d'Leit a Russland d'Situatioun? (Stand: 2022-04-07),"D'Leit a Russland erliewen d'Situatioun schwéier, well si net wierklech doriwwer schwätzen an d'Russe wieren zréckhalend. Déijéineg, déi sech traue géingen, misste mat Konsequenze rechnen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi erliewen d'Leit a Russland d'Situatioun? (Stand: 2022-04-07)

###Response: D'Leit a Russland erliewen d'Situatioun schwéier, well si net wierklech doriwwer schwätzen an d'Russe wieren zréckhalend. Déijéineg, déi sech traue géingen, misste mat Konsequenze rechnen."
Ginn mir de Resultat vum Match tëscht Barcelona a Milan an der Champions League vum 13. September 2011.,De Match tëscht Barcelona a Milan ass 2:2 ausgefallen.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir de Resultat vum Match tëscht Barcelona a Milan an der Champions League vum 13. September 2011.

###Response: De Match tëscht Barcelona a Milan ass 2:2 ausgefallen."
Ginn déi wichtegst Detailer iwwer de Match tëscht Manchester City an FC Kopenhagen vum 6. Mäerz 2024.,"De Match tëscht Manchester City an FC Kopenhagen huet mat engem 3:1-Sieg fir Manchester City geendet. Den Akanji, den Alvarez an den Haaland hunn fir Manchester City geschooss, mä den Elyounoussi huet fir FC Kopenhagen an der 29. Minutt geschooss.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn déi wichtegst Detailer iwwer de Match tëscht Manchester City an FC Kopenhagen vum 6. Mäerz 2024.

###Response: De Match tëscht Manchester City an FC Kopenhagen huet mat engem 3:1-Sieg fir Manchester City geendet. Den Akanji, den Alvarez an den Haaland hunn fir Manchester City geschooss, mä den Elyounoussi huet fir FC Kopenhagen an der 29. Minutt geschooss."
Wien huet säin éischten Punkt an der Liga 2 den 27. Mee 2022 kritt?,"Den Andylam huet säin éischten Punkt an der Liga 2 kritt, nodeem hien d'lescht Saison mat 0 Punkten ofgeschloss hat.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wien huet säin éischten Punkt an der Liga 2 den 27. Mee 2022 kritt?

###Response: Den Andylam huet säin éischten Punkt an der Liga 2 kritt, nodeem hien d'lescht Saison mat 0 Punkten ofgeschloss hat."
Wann ass de Central Europe Rallye an Däitschland/Éisträich/Tschechien?,De Central Europe Rallye an Däitschland/Éisträich/Tschechien ass Enn Oktober.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wann ass de Central Europe Rallye an Däitschland/Éisträich/Tschechien?

###Response: De Central Europe Rallye an Däitschland/Éisträich/Tschechien ass Enn Oktober."
"Wéi al ass d'Marketa Vondrousova, déi sech an der Véierelsfinall vum Grand Slam zu Paräis 2019 fir d'Halleffinall qualifizéiert huet?","D'Marketa Vondrousova, déi sech an der Véierelsfinall vum Grand Slam zu Paräis 2019 fir d'Halleffinall qualifizéiert huet, ass 19 Joer al.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi al ass d'Marketa Vondrousova, déi sech an der Véierelsfinall vum Grand Slam zu Paräis 2019 fir d'Halleffinall qualifizéiert huet?

###Response: D'Marketa Vondrousova, déi sech an der Véierelsfinall vum Grand Slam zu Paräis 2019 fir d'Halleffinall qualifizéiert huet, ass 19 Joer al."
